customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
10000391,10,1,0,12:11,FL,10386,2,1,5,g,2,52,52,1,3,2,2,0,3,3,0,3,3,620
10000392,6,1,2,08:00,NY,10387,1,1,7,e,2,65,65,0,3,7,1,0,3,3,0,0,2,589
10000393,7,1,0,15:57,NY,10388,1,0,7,h,2,25,25,0,3,2,2,1,3,3,0,0,2,697
10000394,9,1,0,12:43,PA,10389,1,0,1,e,4,23,23,0,3,8,1,0,3,3,1,1,3,674
10000395,8,1,2,15:31,NY,10390,2,0,2,f,3,30,26,1,3,4,2,0,3,3,1,0,3,652
10000396,8,1,3,16:13,TN,10391,1,0,3,f,NA,28,28,0,3,13,1,0,3,2,0,1,1,622
10000397,7,1,4,19:00,OR,10392,1,1,6,e,NA,60,60,0,2,3,1,1,3,3,1,1,2,646
10000398,7,1,1,11:00,FL,10393,1,1,4,f,2,70,70,0,1,4,1,0,2,3,0,2,3,633
10000400,8,1,2,10:55,CO,10394,1,0,10,f,4,30,30,0,3,9,0,1,3,3,0,0,3,586
10000401,7,1,3,11:10,UT,10395,1,0,8,d,NA,32,32,0,4,2,2,1,1,2,1,2,3,597
10000402,9,1,4,16:26,PA,10396,2,1,6,g,NA,32,23,1,1,0,1,0,1,1,1,2,1,748
10000403,5,1,2,15:57,TN,10397,2,0,7,f,NA,27,25,1,4,6,1,1,1,2,1,2,2,659
10000404,6,1,2,09:13,NY,10398,1,1,2,f,3,62,62,0,3,7,1,1,3,3,1,0,1,637
10000405,5,1,2,15:55,MD,10399,1,0,2,e,2,42,42,0,1,4,1,0,3,3,1,2,2,679
10000406,6,1,0,11:12,NY,10400,2,0,0,h,2,28,28,1,NA,NA,2,0,3,3,0,0,1,733
10000407,5,1,0,11:37,FL,10401,1,1,5,f,4,41,41,0,3,1,2,0,3,3,1,3,3,706
10000408,7,1,3,10:20,NY,10402,1,0,1,f,2,25,25,0,3,5,2,0,3,3,1,0,3,685
10000410,9,1,1,11:14,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,669
10000411,7,1,2,14:05,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,0,0,2,614
10000412,3,1,3,15:16,NY,10101,1,1,14,f,1,52,52,0,4,15,1,0,3,3,1,0,2,640
10000415,7,1,2,16:22,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,544
10000416,8,1,3,10:42,FL,10409,1,1,1,e,2,32,32,0,1,1,1,1,1,2,1,1,3,622
10000417,9,1,1,13:20,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000418,8,1,4,16:51,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,1,706
10000420,9,1,2,18:58,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,2,568
10000422,6,1,4,13:21,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000423,11,1,2,15:04,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000425,8,1,0,09:22,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000426,7,1,1,16:21,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,1,2,3,1,2,4,630
10000428,3,1,1,14:01,KY,10420,1,1,11,e,NA,59,59,0,2,0,1,1,1,3,1,2,2,646
10000429,6,1,0,13:48,OR,10421,1,1,8,f,3,49,49,0,3,9,2,0,3,3,0,1,3,625
10000430,9,1,1,07:53,PA,10422,1,1,10,e,2,75,73,1,4,1,1,0,3,2,0,1,1,606
10000433,9,1,0,08:48,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,612
10000435,8,1,4,16:38,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,641
10000437,5,1,1,14:04,AL,10429,1,0,11,f,3,25,25,0,1,3,0,0,1,2,0,0,2,604
10000441,6,1,4,13:38,FL,10433,1,0,14,e,4,58,58,0,1,15,0,0,1,3,0,1,4,671
10000443,5,1,2,14:19,PA,10434,1,0,7,d,NA,20,20,0,3,3,0,0,2,3,1,1,2,651
10000444,10,1,1,11:20,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000445,9,1,0,09:54,NY,10436,1,1,19,e,2,75,75,0,3,15,0,0,3,3,0,0,2,612
10000446,6,1,0,13:23,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,2,0,0,1,545
10000447,8,1,4,11:45,MS,10438,1,0,3,f,NA,30,30,0,1,1,1,1,1,1,1,1,1,704
10000448,8,1,0,12:28,PA,10439,1,1,28,b,3,55,52,1,1,3,0,1,1,3,0,0,1,554
10000449,5,1,4,10:40,NY,10440,2,1,3,h,3,45,40,1,3,15,1,1,3,3,1,0,2,627
10000450,7,1,2,13:26,MD,10441,1,0,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,659
10000451,4,1,2,14:16,AL,10442,2,1,4,f,NA,75,30,1,3,15,1,1,3,2,0,1,2,660
10000452,8,1,1,07:20,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,3,0,1,3,639
10000453,7,1,3,15:52,KS,10444,1,1,8,f,NA,24,24,0,3,9,1,0,3,3,0,2,1,627
10000454,9,1,4,16:38,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,595
10000455,4,1,0,08:33,NY,10446,1,1,11,e,1,63,63,0,3,11,0,0,3,3,0,0,2,535
10000457,8,1,1,11:45,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,646
10000458,8,1,1,16:53,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,641
10000459,8,1,4,14:23,OH,10450,1,1,9,e,NA,50,50,0,1,1,1,1,1,1,1,2,3,656
10000460,5,1,1,16:57,AL,10451,2,1,14,f,NA,41,17,0,2,1,1,1,2,3,0,2,3,666
10000463,5,1,0,08:36,OH,10454,1,1,24,e,2,75,75,0,3,15,0,0,3,3,0,0,3,548
10000465,5,1,2,10:08,NY,10455,2,0,17,d,2,36,18,0,4,3,0,1,4,3,0,0,2,669
10000468,9,1,4,11:04,OH,10457,2,0,10,f,NA,56,55,1,3,0,1,1,3,3,1,1,2,631
10000469,9,1,2,13:09,NV,10314,2,1,9,h,2,68,66,1,2,4,0,0,2,2,0,0,1,564
10000471,7,1,2,15:01,OH,10458,2,1,7,f,4,62,62,1,4,11,1,0,4,3,1,2,3,611
10000473,7,1,1,13:58,GA,10460,2,1,18,d,NA,48,18,0,2,1,0,0,2,3,0,0,2,660
10000474,7,1,2,16:21,TN,10461,1,1,3,g,4,67,67,0,3,3,1,1,3,3,1,2,1,616
10000476,6,1,0,16:13,OR,10463,1,0,9,d,NA,22,22,0,NA,NA,1,1,2,2,1,1,1,613
10000478,5,1,3,13:15,MD,10464,1,0,2,e,4,45,45,0,1,1,2,1,3,3,1,1,4,669
10000479,9,1,0,17:31,FL,10216,2,1,17,e,1,75,75,1,4,10,0,1,1,3,0,0,3,583
10000481,7,1,3,17:46,CO,10466,1,0,13,d,NA,44,44,0,1,1,0,0,1,3,0,0,1,560
10000482,10,1,4,12:30,OR,10467,1,0,9,e,NA,50,50,0,2,15,1,1,3,3,0,2,2,647
10000483,4,1,4,09:49,NY,10468,1,1,2,g,1,71,71,0,4,4,1,1,4,3,1,0,4,666
10000484,8,1,1,16:25,FL,10469,1,1,2,f,1,49,49,0,3,10,1,1,3,3,1,2,3,644
10000485,5,1,3,16:10,PA,10211,1,1,7,e,NA,26,26,0,1,3,1,1,1,1,1,2,1,662
10000486,9,1,0,09:34,ME,10228,1,1,12,e,NA,42,42,0,3,3,1,0,3,2,0,2,1,580
10000487,9,1,4,15:58,AL,10470,2,0,12,f,NA,22,20,1,3,6,0,1,1,1,0,0,2,605
10000488,9,1,3,13:11,FL,10471,1,0,5,g,2,24,24,0,2,1,1,0,2,3,1,2,3,671
10000489,6,1,2,15:15,PA,10439,1,1,21,e,NA,46,46,0,1,2,0,1,1,3,0,0,2,631
10000490,8,1,0,12:35,PA,10472,1,0,2,e,4,47,46,1,1,13,2,0,1,2,0,2,2,601
10000491,5,1,0,13:06,WI,10473,1,1,3,e,NA,62,62,0,3,12,1,0,3,3,1,2,1,626
10000494,7,1,1,13:58,AL,10476,1,0,16,e,3,29,29,0,3,7,1,0,2,2,0,2,2,601
10000495,5,1,0,15:08,MD,10477,2,1,14,d,4,42,40,1,3,11,0,0,3,3,0,0,4,606
10000497,7,1,3,14:36,PA,10479,2,1,6,f,2,75,31,0,3,9,1,1,4,3,1,2,3,630
10000499,5,1,0,13:21,UT,10207,2,0,6,e,3,33,28,1,2,15,1,1,2,3,1,2,3,591
10000500,7,1,4,13:36,PA,10481,1,0,3,g,NA,45,45,0,3,0,1,1,3,3,1,1,4,669
10000501,7,1,2,08:00,AL,10482,1,1,12,e,4,25,25,0,1,5,1,0,2,3,0,2,4,619
10000502,11,1,4,09:37,KY,10483,2,0,2,e,3,54,23,0,2,2,1,1,2,2,1,2,1,687
10000504,9,1,4,16:02,NY,10485,1,0,6,e,1,61,61,0,3,1,1,0,3,2,0,0,3,616
10000505,3,1,5,17:08,WA,10007,2,1,2,e,4,45,41,1,3,5,1,0,3,3,0,1,4,604
10000509,7,1,1,09:44,NH,10348,2,1,14,e,NA,58,21,1,2,15,0,0,1,3,0,0,2,547
10000510,6,1,0,16:35,NE,10489,1,1,12,f,1,75,75,0,4,7,1,1,4,3,0,1,3,606
10000511,5,1,0,12:31,NV,10490,2,1,5,d,1,73,69,1,3,2,1,0,3,3,1,2,1,663
10000512,8,1,0,15:17,MO,10491,1,0,11,g,3,20,20,0,4,2,1,0,1,2,0,2,2,625
10000516,6,1,0,17:07,KY,10495,1,1,8,f,NA,70,70,0,3,5,1,0,3,3,0,2,1,655
10000518,5,1,1,10:38,DE,10497,1,1,6,g,1,68,68,0,3,10,2,0,3,3,0,1,2,646
10000521,7,1,2,09:13,MD,10500,1,0,11,f,3,36,36,0,3,4,1,0,3,2,1,1,2,632
10000529,5,1,0,14:00,ND,10238,1,0,2,e,NA,25,25,0,2,0,2,0,2,3,0,2,2,684
10000532,7,1,2,13:00,NY,10511,1,0,1,h,2,45,45,0,3,0,1,1,3,2,1,0,2,718
10000533,6,1,3,10:14,NY,10512,1,0,2,h,1,43,43,0,1,6,1,1,3,3,1,0,1,690
10000534,6,1,2,13:24,UT,10513,1,0,8,g,NA,51,51,0,3,1,1,1,3,3,0,1,1,646
10000537,4,1,4,09:44,AR,10515,1,1,10,g,4,35,35,0,1,15,2,1,1,1,0,3,2,619
10000538,9,1,4,15:24,ND,10516,1,0,2,g,NA,22,22,0,NA,NA,2,1,2,2,0,3,2,756
10000541,7,1,4,13:55,FL,10518,2,1,10,f,3,63,59,1,4,6,1,0,4,3,1,2,3,661
10000543,6,1,0,16:01,AL,10520,2,1,8,d,4,24,24,1,3,8,0,0,3,3,0,0,2,562
10000546,4,1,1,12:43,OH,10523,1,0,5,d,NA,21,21,0,2,1,1,1,3,3,1,2,3,668
10000547,9,1,1,14:50,FL,10524,1,0,10,f,1,75,64,1,2,15,1,1,2,2,1,2,3,633
10000548,8,1,3,15:42,DC,10525,1,0,19,c,NA,49,49,0,2,0,0,1,2,2,0,0,2,603
10000549,3,1,0,13:48,MD,10526,2,1,11,f,1,67,66,1,4,3,2,0,4,3,1,2,4,586
10000550,11,1,0,15:46,NV,10527,1,0,0,f,1,54,54,0,3,5,2,0,3,3,0,1,3,604
10000551,3,1,4,16:47,CO,10528,1,0,7,g,4,22,22,0,3,3,2,0,1,3,0,2,3,628
10000552,6,1,3,11:25,IN,10529,1,1,6,h,2,43,43,0,4,7,1,0,4,3,1,1,3,648
10000558,8,1,3,14:40,FL,10534,2,0,4,f,3,69,54,1,3,4,1,1,3,3,1,2,4,721
10000561,7,1,2,13:48,OR,10367,1,1,12,e,2,68,68,0,4,11,1,0,4,3,1,1,3,588
10000562,3,1,2,15:38,NV,10538,1,1,9,f,4,54,54,0,1,5,2,1,1,3,1,2,3,623
10000563,3,1,1,16:03,OH,10539,1,0,6,e,NA,24,24,0,3,5,0,1,3,3,1,2,2,651
10000565,4,1,2,08:21,ME,10071,1,0,16,d,NA,19,19,0,3,1,0,0,3,3,0,0,1,633
10000566,9,1,2,15:38,FL,10303,1,1,8,d,2,69,69,0,2,15,1,1,2,2,1,1,3,660
10000567,6,1,2,17:09,CO,10541,2,1,3,f,NA,68,65,1,3,15,1,0,3,3,0,1,2,625
10000568,5,1,1,09:19,NY,10542,2,1,3,e,4,58,57,1,3,3,1,1,3,3,1,0,2,736
10000569,7,1,0,19:27,WA,10543,1,1,1,e,4,25,25,0,3,3,1,1,3,2,1,1,3,637
10000571,8,1,4,15:13,NY,10545,1,1,6,f,2,63,63,0,1,2,1,0,1,2,0,0,2,637
10000572,7,1,0,13:05,CT,10546,2,0,2,c,NA,42,32,1,2,6,2,1,2,3,0,0,1,629
10000573,6,1,4,16:13,IA,10547,1,0,10,f,NA,41,41,0,1,1,1,1,3,3,1,2,1,578
10000574,4,1,4,13:09,NY,10548,1,0,5,e,2,25,25,0,2,6,1,1,2,3,0,0,3,627
10000576,6,1,4,11:36,NY,10549,1,0,3,f,3,23,23,0,3,6,2,0,3,3,0,0,3,670
10000577,7,1,4,13:48,PA,10280,1,1,9,e,NA,22,22,0,3,6,0,0,1,2,0,2,3,626
10000578,7,1,1,12:34,FL,10550,1,1,2,d,1,58,58,0,1,7,1,1,3,3,0,1,3,654
10000580,9,1,0,16:38,AL,10552,1,0,8,i,NA,42,42,0,1,4,2,0,1,1,0,3,2,704
10000581,6,1,2,15:23,OK,10553,1,1,8,f,4,51,51,0,2,1,0,1,2,2,0,0,1,589
10000583,7,1,4,14:04,IN,10166,1,0,9,c,4,20,20,0,1,4,1,0,2,3,0,2,1,660
10000585,9,1,4,12:10,NY,10555,1,1,15,d,1,53,53,0,3,1,0,0,2,3,0,0,2,638
10000586,5,1,0,14:05,OK,10556,2,0,20,d,NA,37,17,1,1,15,0,0,1,1,0,0,2,592
10000587,8,1,0,15:47,PA,10557,1,1,1,e,NA,66,66,0,3,15,2,0,3,3,1,1,3,651
10000589,10,1,3,11:43,NY,10559,2,1,4,g,3,49,47,1,4,7,1,1,4,3,1,0,4,690
10000590,4,1,0,14:44,TN,10560,2,1,14,e,4,75,73,1,2,11,1,1,2,2,1,1,1,627
10000593,6,1,1,16:02,OH,10245,1,0,5,e,NA,25,25,0,1,0,2,0,1,1,0,3,3,652
10000594,5,1,3,09:14,AL,10562,1,1,8,f,1,58,58,0,3,1,1,1,3,2,0,2,1,593
10000595,7,1,1,16:12,CO,10563,1,0,42,a,NA,70,70,0,4,1,0,0,1,1,0,0,2,633
10000596,6,1,2,11:57,FL,10564,1,1,13,g,1,74,74,0,3,5,1,1,3,3,1,2,3,620
10000598,7,1,3,12:42,OH,10450,1,0,8,g,4,58,58,0,3,2,1,1,3,3,1,2,3,586
10000600,8,1,4,08:58,IN,10567,2,0,12,f,3,48,19,0,3,4,0,0,1,2,0,0,2,619
10000601,9,1,1,11:32,OH,10568,1,0,8,f,NA,35,35,0,1,15,1,0,1,3,0,2,3,615
10000603,8,1,0,12:25,ME,10570,2,1,16,e,NA,55,49,1,3,2,0,0,3,3,0,0,2,554
10000608,8,1,2,12:06,NY,10574,3,1,15,f,1,75,19,1,3,15,1,1,2,3,1,0,4,688
10000609,10,1,3,17:16,KY,10575,1,0,11,e,NA,21,21,0,2,2,0,0,1,2,0,0,2,666
10000611,10,1,1,17:42,UT,10577,1,0,7,e,4,24,24,0,3,8,1,0,3,3,0,2,2,620
10000614,8,1,0,11:32,CO,10308,1,0,24,c,NA,30,30,0,1,2,0,1,1,2,0,0,1,592
10000615,5,1,2,15:58,WI,10580,2,0,3,f,4,54,19,0,3,11,2,0,3,3,0,1,3,664
10000616,9,1,0,15:22,CT,10581,2,1,1,g,4,46,45,1,4,5,1,0,3,3,1,0,4,619
10000618,8,1,4,10:56,CT,10583,1,0,5,f,NA,47,47,0,3,15,1,0,3,3,1,0,1,621
10000619,4,1,1,16:24,KY,10584,1,0,4,e,NA,24,24,0,1,0,1,1,1,3,1,2,1,679
10000622,8,1,2,15:55,MD,10587,1,1,1,f,4,51,51,0,1,2,2,0,1,1,0,3,3,682
10000624,7,1,4,18:13,CO,10589,1,0,1,g,4,28,28,0,4,5,1,0,4,3,0,1,2,697
10000628,7,1,0,09:00,PA,10593,1,0,9,d,1,58,58,0,2,15,2,0,2,2,0,1,2,609
10000630,8,1,3,13:49,NH,10594,1,0,17,e,NA,20,20,0,3,5,0,0,3,3,0,0,1,560
10000631,7,1,2,09:59,NY,10595,1,0,8,g,4,45,45,0,2,7,2,1,2,2,1,0,3,704
10000633,7,1,4,14:52,ID,10597,1,0,17,d,3,18,18,0,3,1,0,1,1,1,0,0,2,661
10000636,10,1,4,11:07,OK,10600,2,1,9,e,NA,50,45,1,3,15,2,1,3,3,1,2,1,619
10000637,9,1,1,16:43,KY,10601,1,0,13,c,3,33,33,0,3,12,0,0,1,2,0,2,3,579
10000639,6,1,0,12:31,PA,10603,1,0,13,d,NA,30,30,0,1,4,0,0,1,1,0,0,1,620
10000640,3,1,4,14:34,PA,10604,1,0,13,e,NA,29,29,0,1,1,0,0,1,1,0,0,1,639
10000643,4,1,3,21:16,CO,10607,1,0,5,e,3,37,37,0,4,3,1,0,3,2,0,2,1,569
10000644,8,1,4,16:07,NH,10608,1,1,8,g,NA,48,48,0,3,15,1,0,3,3,1,2,1,603
10000647,8,1,3,12:22,MS,10428,1,1,9,g,NA,60,60,0,1,2,2,1,1,1,1,2,1,648
10000648,3,1,3,16:44,NY,10612,2,1,13,h,4,44,43,1,3,10,1,1,3,3,1,0,2,698
10000649,9,1,2,18:37,UT,10613,1,0,16,c,NA,65,65,0,1,1,0,1,1,1,0,0,1,616
10000650,5,1,0,09:24,GA,10614,1,1,2,e,4,45,45,0,2,15,1,1,2,2,1,1,2,658
10000655,4,1,3,08:59,OH,10245,1,1,15,e,NA,44,44,0,3,3,0,0,1,1,0,1,3,551
10000658,9,1,1,11:30,WI,10621,1,0,12,e,4,58,58,0,4,5,0,1,4,3,0,1,3,577
10000660,5,1,0,14:28,NY,10623,1,1,4,e,3,22,22,0,3,5,2,0,3,3,0,0,2,682
10000663,9,1,2,13:57,NV,10626,2,1,7,f,NA,43,33,1,1,9,1,1,1,3,0,1,2,649
10000664,3,1,0,15:05,OH,10627,1,1,1,d,NA,52,52,0,3,7,1,1,3,3,1,2,3,627
10000666,7,1,4,16:44,NY,10629,1,1,4,g,2,38,38,0,1,2,2,0,2,3,0,0,2,672
10000668,7,1,0,17:24,FL,10631,1,1,2,f,3,34,34,0,3,2,2,0,1,3,0,3,3,721
10000669,9,1,3,14:06,OH,10027,2,1,17,g,NA,36,17,0,1,15,0,0,1,1,0,0,3,601
10000670,6,1,1,08:32,FL,10632,1,1,11,g,1,71,71,0,3,6,1,0,3,3,0,2,3,623
10000671,9,1,2,16:09,GA,10633,2,0,8,g,NA,42,35,0,1,1,0,0,2,2,0,0,1,639
10000673,8,1,1,10:53,PA,10635,1,0,14,e,NA,63,63,0,1,2,2,1,2,3,1,2,1,630
10000674,8,1,3,16:57,MD,10441,1,0,1,e,2,25,25,0,3,3,1,1,3,3,1,2,2,656
10000675,11,1,4,14:47,PA,10636,1,0,2,e,1,75,75,0,3,1,2,0,3,3,0,3,2,648
10000676,9,1,4,13:53,FL,10637,1,0,12,f,4,56,56,0,3,5,1,0,1,3,1,1,4,703
10000677,8,1,1,13:17,FL,10239,1,1,2,f,2,55,55,0,2,15,1,1,2,3,1,2,3,626
10000680,4,1,3,09:32,NE,10489,1,0,6,g,NA,27,27,0,3,2,1,1,3,3,1,1,2,662
10000682,9,1,1,17:44,AL,10641,1,1,13,e,NA,38,38,0,1,6,0,1,1,2,0,0,1,581
10000683,10,1,2,12:46,NM,10642,1,1,10,f,NA,53,53,0,1,3,2,1,1,1,0,2,2,659
10000685,4,1,4,17:32,ID,10644,1,1,6,f,2,41,41,0,2,11,1,1,2,2,0,2,3,608
10000686,8,1,0,16:28,OH,10645,1,0,3,f,3,22,22,0,3,7,1,0,3,3,0,1,3,662
10000687,6,1,4,12:20,IN,10373,1,1,12,f,4,26,26,0,3,1,1,0,2,2,0,2,1,604
10000689,10,1,3,18:46,KY,10647,1,0,4,d,NA,46,46,0,4,5,1,1,2,3,1,2,1,699
10000690,7,1,4,08:47,AR,10648,1,0,2,d,NA,52,52,0,1,2,2,1,1,1,1,3,1,652
10000691,7,1,2,14:19,IN,10649,1,0,11,f,3,24,24,0,3,0,0,0,3,3,0,0,2,580
10000692,8,1,2,17:31,OR,10421,1,1,3,g,3,75,66,1,4,4,1,0,4,3,1,1,2,624
10000693,8,1,1,11:24,PA,10650,1,1,15,e,NA,65,61,1,2,6,0,1,2,3,0,0,3,590
10000694,5,1,1,17:43,NY,10651,2,1,8,d,2,40,33,1,2,0,0,0,1,1,0,0,1,641
10000695,5,1,4,13:20,OH,10652,1,0,16,d,NA,41,41,0,3,8,0,0,1,1,0,0,2,578
10000697,9,1,2,19:12,FL,10653,1,0,1,d,1,38,38,0,1,3,1,0,3,3,1,2,3,666
10000699,9,1,1,14:55,FL,10380,2,1,5,f,2,72,68,1,3,4,1,0,3,3,0,1,3,650
10000700,4,1,2,12:00,OH,10655,1,0,7,e,4,30,30,0,3,1,1,1,3,3,1,1,2,630
10000701,5,1,2,12:16,DE,10656,1,0,7,g,2,22,22,0,4,1,2,1,2,3,1,1,3,671
10000702,3,1,3,15:03,MO,10657,1,1,6,e,3,70,70,0,3,15,1,0,3,2,1,1,2,586
10000703,7,1,2,10:19,AL,10658,1,0,6,g,4,58,58,0,3,7,0,1,3,3,0,0,2,557
10000704,5,1,2,14:23,PA,10659,1,1,19,c,NA,69,69,0,2,1,0,0,2,2,0,0,2,622
10000706,7,1,0,15:41,MD,10661,1,1,13,e,1,56,56,0,3,15,0,1,3,3,0,2,2,578
10000708,11,1,1,13:02,AR,10663,1,1,2,e,NA,33,33,0,1,6,1,1,1,1,1,1,1,642
10000709,6,1,3,11:10,OR,10034,1,0,8,f,1,62,62,0,3,15,1,0,3,2,0,1,3,642
10000710,9,1,0,08:58,PA,10664,1,1,13,e,1,66,66,0,2,15,1,0,2,3,1,1,4,584
10000712,7,1,4,11:35,NY,10666,1,1,8,h,4,43,43,0,4,6,1,0,4,3,0,0,2,637
10000715,8,1,3,12:23,IN,10307,1,0,10,h,3,20,20,0,2,3,1,1,2,2,1,2,1,723
10000716,5,1,3,14:15,NV,10669,1,1,2,d,4,41,41,0,2,6,2,1,2,3,1,2,3,643
10000719,6,1,1,09:49,FL,10671,1,1,13,e,3,21,21,0,2,1,1,1,3,3,0,2,3,691
10000720,6,1,3,13:50,NY,10672,3,0,8,f,1,57,18,1,3,15,1,0,3,3,1,0,2,689
10000721,9,1,3,15:55,FL,10673,1,0,15,c,3,22,22,0,2,0,0,0,1,1,0,0,3,633
10000722,5,1,3,15:45,RI,10674,1,1,1,e,3,40,40,0,3,15,1,1,3,3,1,1,2,711
10000724,4,1,2,08:46,NY,10676,1,0,6,d,3,24,24,0,4,5,1,1,4,3,1,0,2,647
10000725,7,1,4,10:02,FL,10009,1,1,7,e,3,61,61,0,3,4,2,1,1,3,1,2,3,644
10000726,7,1,0,12:49,KY,10677,1,0,8,f,NA,25,25,0,1,1,2,0,1,1,0,3,1,658
10000727,9,1,3,09:39,PA,10678,1,0,10,e,3,40,40,0,1,13,1,0,1,1,1,2,3,620
10000729,11,1,4,13:17,PA,10680,2,1,3,e,NA,66,65,1,4,9,1,0,4,3,0,2,3,576
10000731,5,1,4,15:32,PA,10681,1,1,14,e,NA,44,44,0,3,5,1,0,3,3,1,2,2,660
10000732,5,1,2,10:09,AR,10378,1,1,8,f,NA,33,33,0,2,7,2,1,2,3,1,3,2,628
10000733,9,1,2,11:20,MO,10682,1,0,7,f,NA,20,20,0,2,5,1,1,2,3,1,2,2,658
10000734,3,1,0,10:29,OH,10683,3,1,2,g,4,75,24,1,4,11,1,0,4,3,1,2,3,606
10000735,5,1,4,11:00,PA,10684,1,1,7,f,NA,23,23,0,3,1,1,0,2,3,0,1,2,640
10000736,4,1,4,14:06,AR,10685,1,1,9,g,4,41,41,0,3,2,1,1,3,3,1,2,2,667
10000739,12,1,3,10:06,OK,10688,1,1,2,e,4,68,68,0,3,3,2,0,3,3,0,2,3,568
10000743,7,1,1,12:25,IN,10690,1,0,10,e,4,39,39,0,1,1,1,1,1,2,1,2,1,648
10000746,5,1,1,15:03,KY,10692,1,1,2,e,2,64,64,0,2,6,1,1,2,3,0,2,1,582
10000749,8,1,3,11:29,FL,10695,1,1,12,d,1,35,35,0,1,9,1,1,1,2,1,2,4,615
10000753,9,1,4,11:22,FL,10696,2,1,1,g,1,75,52,0,1,15,1,0,3,3,1,2,3,697
10000755,7,1,4,16:55,NY,10698,1,1,12,e,2,60,60,0,3,10,2,0,3,3,1,0,2,692
10000756,5,1,4,13:26,PA,10699,2,1,23,e,2,75,68,1,3,15,0,0,2,2,0,0,2,589
10000759,10,1,2,12:59,NY,10702,1,1,6,d,1,75,75,0,4,15,2,0,4,3,1,0,3,630
10000762,3,1,0,08:46,OH,10705,1,1,6,e,NA,22,22,0,3,2,1,1,2,2,1,1,3,642
10000763,6,1,1,14:43,MD,10706,2,1,9,e,4,60,44,1,2,0,0,1,2,2,0,0,2,654
10000764,5,1,4,13:00,OH,10707,2,1,1,g,NA,44,43,1,3,15,1,1,3,3,1,1,3,678
10000767,3,1,1,08:37,NH,10709,1,1,6,f,NA,63,63,0,1,7,1,0,1,1,0,1,2,609
10000768,4,1,4,16:59,OK,10710,1,1,1,d,NA,28,28,0,1,8,1,0,1,2,0,2,3,668
10000772,7,1,3,13:00,NY,10713,1,1,4,f,4,43,43,0,3,15,1,0,3,3,0,0,2,647
10000773,9,1,0,12:50,FL,10714,1,0,4,e,1,54,54,0,2,10,2,0,1,3,0,2,3,598
10000776,6,1,1,16:05,GA,10717,1,1,2,f,3,44,44,0,2,10,1,1,2,2,1,2,2,613
10000778,7,1,0,15:11,AL,10719,1,1,19,d,NA,29,28,1,1,2,0,0,1,2,0,0,2,575
10000780,6,1,2,12:48,ND,10516,1,1,5,d,NA,57,57,0,3,0,1,0,2,2,0,2,2,658
10000781,6,1,1,14:07,TN,10721,1,1,4,e,NA,32,32,0,3,3,1,1,2,2,1,2,2,669
10000782,6,1,1,15:15,IN,10722,2,1,1,d,3,23,20,1,3,5,1,0,3,3,0,2,1,653
10000783,6,1,4,10:13,AL,10723,1,1,5,d,3,28,28,0,3,2,1,1,3,3,1,2,2,592
10000784,7,1,4,14:23,CT,10724,1,0,4,d,NA,20,20,0,1,1,2,1,1,1,1,0,1,695
10000787,4,1,4,14:16,KS,10726,1,0,1,f,NA,38,38,0,3,2,2,1,3,3,1,3,2,675
10000791,5,1,3,15:48,IN,10324,1,1,15,d,1,26,26,0,2,4,0,0,1,1,0,0,1,543
10000792,3,1,1,13:09,CO,10728,1,1,42,a,4,27,27,0,1,0,0,1,2,2,0,0,2,630
10000795,4,1,2,14:18,AR,10731,1,0,14,f,NA,75,75,0,1,3,0,0,1,1,0,0,2,583
10000796,5,1,3,12:49,TN,10732,1,1,1,g,4,59,59,0,3,5,2,0,3,3,0,3,1,612
10000798,9,1,2,14:04,TN,10734,2,0,7,e,NA,44,34,1,2,15,1,1,2,2,1,2,1,615
